,CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,Age Group
11360,1583943,FEMALE,Clara Webb,Cambridge,MA,Massachusetts,02142,United States,North America,1938-08-04,86,60+
11361,1584109,MALE,Matt Hopkins,Columbia,SC,South Carolina,29201,United States,North America,1986-01-26,38,30-40
11362,1584334,FEMALE,Sandra Lugo,Norcross,GA,Georgia,30091,United States,North America,1949-02-20,75,60+
11363,1584479,MALE,Kenneth Vasser,Santa Barbara,CA,California,93101,United States,North America,1936-02-06,88,60+
11364,1584520,FEMALE,Luz Burns,Nashville,TN,Tennessee,37201,United States,North America,1990-02-06,34,30-40
11365,1584831,MALE,Edwin Almond,Seattle,WA,Washington,98101,United States,North America,1985-08-20,39,30-40
11366,1584962,MALE,Richard Steele,Jackson,MS,Mississippi,39201,United States,North America,1970-05-20,54,50-60
11367,1585026,MALE,Manuel Meyer,White River Junction,VT,Vermont,05001,United States,North America,1956-03-04,68,60+
11368,1585030,FEMALE,Ana Lacombe,Worthington,OH,Ohio,43085,United States,North America,1945-08-22,79,60+
11369,1585039,MALE,Richard Perez,Upper Marlboro,MD,Maryland,20772,United States,North America,1998-06-24,26,18-30
11370,1585075,MALE,Roberto Matzke,Jacksonville,FL,Florida,32216,United States,North America,1981-07-30,43,40-50
11371,1585149,FEMALE,Judith Eckman,Grand Rapids,MI,Michigan,49546,United States,North America,1936-09-02,88,60+
11372,1585185,MALE,Frank Ingles,Akron,OH,Ohio,44308,United States,North America,1950-10-03,74,60+
11373,1585352,MALE,Freddie McVicker,Phoenix,AZ,Arizona,85023,United States,North America,1978-05-20,46,40-50
11374,1585631,MALE,Joel Wong,Camden,NJ,New Jersey,08102,United States,North America,1945-09-28,79,60+
11375,1585758,MALE,George Torres,Gilbert,AZ,Arizona,85233,United States,North America,1994-01-10,30,30-40
11376,1585780,MALE,Stephen Williams,Eagleville,PA,Pennsylvania,19403,United States,North America,1976-05-08,48,40-50
11377,1585839,FEMALE,Kathryn Willis,Doral,FL,Florida,33178,United States,North America,1950-11-12,74,60+
11378,1585904,FEMALE,Rebecca Harris,Annapolis,MD,Maryland,21401,United States,North America,1946-03-22,78,60+
11379,1585932,FEMALE,Shawn Enlow,Herbertsville,NJ,New Jersey,08723,United States,North America,1947-02-10,77,60+
11380,1586224,MALE,Adam Dean,Buffalo,NY,New York,14202,United States,North America,1968-10-17,56,50-60
11381,1586325,FEMALE,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,50,50-60
11382,1586481,FEMALE,Kara Duncan,Arlington Heights,IL,Illinois,60004,United States,North America,1996-07-27,28,18-30
11383,1586491,FEMALE,Ruby Brown,Heber City,UT,Utah,84032,United States,North America,1986-02-14,38,30-40
11384,1586575,MALE,Francisco Robinson,Louisville,KY,Kentucky,40272,United States,North America,1973-03-24,51,50-60
11385,1586587,FEMALE,Denise Bernier,Boston,MA,Massachusetts,02115,United States,North America,1978-03-14,46,40-50
11386,1586604,MALE,Ronald Cullen,Laurel,MD,Maryland,20707,United States,North America,1959-05-26,65,60+
11387,1586620,MALE,Oliver Edwards,Hill City,KS,Kansas,67642,United States,North America,1968-11-09,56,50-60
11388,1586796,MALE,Robert Murphy,Framingham,MA,Massachusetts,01701,United States,North America,1941-01-11,83,60+
11389,1587170,FEMALE,Desiree Garcia,Rochester,MN,Minnesota,55904,United States,North America,1991-10-26,33,30-40
11390,1587252,FEMALE,Marketta Vargas,Reston,MD,Maryland,20191,United States,North America,1936-12-07,88,60+
11391,1587267,FEMALE,Charity Campbell,San Francisco,CA,California,94107,United States,North America,1962-12-22,61,60+
11392,1587288,MALE,Ronald Rodriguez,Chicago,IL,Illinois,60603,United States,North America,1940-04-20,84,60+
11393,1587485,FEMALE,Florence Jack,Minneapolis,MN,Minnesota,55402,United States,North America,2000-10-04,24,18-30
11394,1587505,FEMALE,Luella Anderson,Lexington,KY,Kentucky,40507,United States,North America,1967-11-29,57,50-60
11395,1587609,FEMALE,Ruth Greene,Sacramento,CA,California,95814,United States,North America,1978-06-07,46,40-50
11396,1587863,FEMALE,Annie Roundtree,Mcdade,TX,Texas,78650,United States,North America,2000-04-18,24,18-30
11397,1588014,FEMALE,Deborah Campbell,Battle Creek,MI,Michigan,49017,United States,North America,1996-01-28,28,18-30
11398,1588361,MALE,Gavin Kent,Nicholasville,KY,Kentucky,40356,United States,North America,1961-07-30,63,60+
11399,1588395,FEMALE,Audrey Berk,Manchester,MO,Missouri,63011,United States,North America,1973-09-08,51,50-60
11400,1588449,FEMALE,Wanda Lubbers,Waltham,MA,Massachusetts,02154,United States,North America,1955-02-07,69,60+
11401,1588479,FEMALE,Linda Conn,Litchfield Park,AZ,Arizona,85340,United States,North America,1973-01-05,51,50-60
11402,1588825,MALE,Alton Perkins,Seattle,WA,Washington,98155,United States,North America,1947-06-05,77,60+
11403,1589180,MALE,Jerry Maynes,Boston,MA,Massachusetts,02210,United States,North America,1984-02-26,40,40-50
11404,1589348,MALE,Andrew Jones,Pittsburgh,PA,Pennsylvania,15222,United States,North America,2000-11-03,24,18-30
11405,1589387,FEMALE,Pamela Brown,Northglenn,CO,Colorado,80221,United States,North America,1966-07-30,58,50-60
11406,1589415,MALE,Don Ayers,Detroit,MI,Michigan,48219,United States,North America,1957-04-15,67,60+
11407,1589445,FEMALE,Louise Willson,Camden,NJ,New Jersey,08102,United States,North America,1956-01-25,68,60+
11408,1589664,MALE,Jim Jackson,Mcloud,OK,Oklahoma,74851,United States,North America,1944-07-03,80,60+
11409,1589671,MALE,Bobby Barrow,Westbury,NY,New York,11590,United States,North America,1992-02-29,32,30-40
11410,1589810,MALE,Kurt Lewis,Tallahassee,FL,Florida,32301,United States,North America,1977-10-29,47,40-50
11411,1589929,FEMALE,Cindi Deputy,Lake City,SC,South Carolina,29560,United States,North America,1979-12-30,44,40-50
11412,1589934,FEMALE,Amanda Woodward,Tallahassee,FL,Florida,32301,United States,North America,1972-02-07,52,50-60
11413,1589958,MALE,Eric Johnson,New York,NY,New York,10016,United States,North America,1935-08-02,89,60+
11414,1590155,FEMALE,Jeanne Andrews,Sunburg,MN,Minnesota,56289,United States,North America,1955-10-30,69,60+
11415,1590257,MALE,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,50,50-60
11416,1590518,MALE,Robert Carson,Omaha,NE,Nebraska,68102,United States,North America,1992-12-10,32,30-40
11417,1590619,MALE,James Stout,Mount Zion,WI,Wisconsin,53805,United States,North America,1997-09-19,27,18-30
11418,1590912,MALE,David Foster,Concord,CA,California,94520,United States,North America,1984-01-06,40,40-50
11419,1590949,FEMALE,George Pascual,Lawrence,KS,Kansas,66044,United States,North America,1943-05-08,81,60+
11420,1591113,FEMALE,Edith Elliott,Santa Clara,CA,California,95054,United States,North America,1962-03-01,62,60+
11421,1591346,FEMALE,Audrey Larsen,Ft Lauderdale,FL,Florida,33311,United States,North America,1981-11-29,43,40-50
11422,1591484,FEMALE,Yvonne Cross,New York,NY,New York,10011,United States,North America,1938-06-23,86,60+
11423,1591550,FEMALE,Catherine Gainer,Saint Louis,MO,Missouri,63146,United States,North America,1969-12-24,54,50-60
11424,1591588,FEMALE,Lucy Cranmer,Greeneville,TN,Tennessee,37745,United States,North America,1953-08-06,71,60+
11425,1591623,MALE,Eric Brown,Chicago,IL,Illinois,60606,United States,North America,1964-12-07,60,60+
11426,1591654,FEMALE,Amanda Christian,Durant,OK,Oklahoma,74701,United States,North America,2001-10-25,23,18-30
11427,1591733,MALE,Micheal Battle,Carney,MI,Michigan,49812,United States,North America,1996-01-17,28,18-30
11428,1591779,FEMALE,Lauri Haglund,New York,NY,New York,10007,United States,North America,1940-09-11,84,60+
11429,1591782,FEMALE,Suzanne Steward,Minneapolis,MN,Minnesota,55410,United States,North America,1941-10-07,83,60+
11430,1591884,MALE,Raymon Patterson,Toano,VA,Virginia,23168,United States,North America,1960-10-21,64,60+
11431,1591998,FEMALE,Anthony Baker,Indianapolis,IN,Indiana,46268,United States,North America,1971-11-03,53,50-60
11432,1592095,FEMALE,Sherri Dalton,Rehoboth,MA,Massachusetts,02769,United States,North America,1984-02-07,40,40-50
11433,1592128,MALE,John Green,Kewaskum,WI,Wisconsin,53040,United States,North America,1963-12-08,61,60+
11434,1592197,FEMALE,Susan Carlson,Orlando,FL,Florida,32801,United States,North America,1956-12-03,68,60+
11435,1592335,MALE,Jeremy Taylor,Hattiesburg,MS,Mississippi,39402,United States,North America,1979-01-06,45,40-50
11436,1592367,FEMALE,Callie Santoro,Marietta,GA,Georgia,30064,United States,North America,1993-08-26,31,30-40
11437,1592400,MALE,Bradley McClain,Ocean Park,WA,Washington,97044,United States,North America,1969-08-08,55,50-60
11438,1592559,FEMALE,Sonia Warner,Kanab,UT,Utah,84741,United States,North America,2001-05-04,23,18-30
11439,1592592,FEMALE,Coleen Newman,Houston,TX,Texas,77025,United States,North America,1952-02-26,72,60+
11440,1592641,FEMALE,Lavonne Greer,Tempe,AZ,Arizona,85282,United States,North America,1948-10-01,76,60+
11441,1592800,FEMALE,Alice Martin,Indianapolis,IN,Indiana,46214,United States,North America,1940-11-23,84,60+
11442,1592879,FEMALE,Dorothy Moody,New Berlin,WI,Wisconsin,53151,United States,North America,1978-09-25,46,40-50
11443,1592930,MALE,Derrick Quarles,Blairs,VA,Virginia,24527,United States,North America,1982-10-26,42,40-50
11444,1593111,FEMALE,Pamella Vinson,Winter Haven,FL,Florida,33830,United States,North America,1990-03-09,34,30-40
11445,1593191,FEMALE,Charity Bruss,Greensboro,NC,North Carolina,27401,United States,North America,1993-01-16,31,30-40
11446,1593234,FEMALE,Julie Morris,Memphis,MO,Missouri,63563,United States,North America,1991-08-25,33,30-40
11447,1593756,FEMALE,Delores Posey,Hayesville,OH,Ohio,44838,United States,North America,1967-12-21,56,50-60
11448,1593888,MALE,Joshua Robinson,Phoenix,AZ,Arizona,85034,United States,North America,1992-08-20,32,30-40
11449,1594010,MALE,Walter Holmes,Houston,TX,Texas,77099,United States,North America,1996-08-17,28,18-30
11450,1594074,FEMALE,Viola Needham,North Wilkesboro,NC,North Carolina,28659,United States,North America,1943-11-16,81,60+
11451,1594267,FEMALE,Elizabeth Cole,Philadelphia,PA,Pennsylvania,19108,United States,North America,1935-04-24,89,60+
11452,1594272,MALE,Charles Fischer,Wawaka,IN,Indiana,46794,United States,North America,1998-12-13,25,18-30
11453,1594290,MALE,David White,Harlingen,TX,Texas,78550,United States,North America,1951-05-13,73,60+
11454,1594429,FEMALE,Andrea Lange,Louisville,KY,Kentucky,40208,United States,North America,1959-10-08,65,60+
11455,1594465,FEMALE,Harriett Dustin,Allen,KY,Kentucky,41601,United States,North America,1969-11-30,55,50-60
11456,1594579,FEMALE,Kay Lopez,New York,NY,New York,10011,United States,North America,1936-09-03,88,60+
11457,1594791,MALE,Norman Ross,Little Rock,AR,Arkansas,72201,United States,North America,1998-03-23,26,18-30
11458,1594822,FEMALE,Stacie Lewis,Polk City,FL,Florida,33868,United States,North America,1964-09-29,60,60+
11459,1594853,MALE,Brian Painter,Bellflower,CA,California,90706,United States,North America,1963-02-28,61,60+
11460,1594919,FEMALE,Joyce Bird,Manchester,NH,New Hampshire,03101,United States,North America,1990-12-21,33,30-40
11461,1594939,MALE,Eddie Felder,Los Angeles,CA,California,90017,United States,North America,1999-03-17,25,18-30
11462,1595354,MALE,Eric Damore,Boy River,MN,Minnesota,56632,United States,North America,1997-01-20,27,18-30
11463,1595386,MALE,Ralph Reily,Sunnyvale,CA,California,94086,United States,North America,1946-10-06,78,60+
11464,1595510,MALE,Howard Brown,Lubbock,TX,Texas,79401,United States,North America,1990-04-19,34,30-40
11465,1595518,MALE,Luther Vogel,Burr Ridge,IL,Illinois,60527,United States,North America,1983-05-22,41,40-50
11466,1595533,FEMALE,Lauren Hurt,Lafayette,LA,Louisiana,70501,United States,North America,1950-10-02,74,60+
11467,1595569,MALE,Tommy Ennis,Asheboro,NC,North Carolina,27203,United States,North America,1971-12-03,53,50-60
11468,1595616,MALE,John Schendel,Johnstown,PA,Pennsylvania,15904,United States,North America,1952-12-30,71,60+
11469,1595646,FEMALE,Frankie Evans,Bloomfield Township,MI,Michigan,48302,United States,North America,1985-06-02,39,30-40
11470,1595731,FEMALE,Stephanie Hill,Santa Clara,CA,California,95054,United States,North America,1937-01-03,87,60+
11471,1596027,FEMALE,Janet Smith,Austin,TX,Texas,78723,United States,North America,1969-07-21,55,50-60
11472,1596238,MALE,John Miller,Ventura,CA,California,93003,United States,North America,1982-02-02,42,40-50
11473,1596264,MALE,Francis Lynch,Tampa,FL,Florida,33614,United States,North America,1959-09-20,65,60+
11474,1596639,FEMALE,Randi Johnson,Hillsboro,OR,Oregon,97123,United States,North America,1946-01-21,78,60+
11475,1596830,FEMALE,Helen Seawright,Table Grove,IL,Illinois,61482,United States,North America,1961-09-03,63,60+
11476,1596943,FEMALE,Marylou Bishop,Plymouth,MN,Minnesota,55446,United States,North America,1937-03-24,87,60+
11477,1597238,FEMALE,Joan Kozak,San Jose,CA,California,95113,United States,North America,1954-06-13,70,60+
11478,1597288,FEMALE,Nichole Kaplan,Providence,RI,Rhode Island,02905,United States,North America,1975-09-15,49,40-50
11479,1597329,FEMALE,Beulah Robinson,Carrollton,TX,Texas,75006,United States,North America,1987-01-21,37,30-40
11480,1597913,FEMALE,Carol Murphy,Strawn,IL,Illinois,61775,United States,North America,1949-07-19,75,60+
11481,1598422,FEMALE,Betty Stuart,Beaver,AK,Alaska,99724,United States,North America,1955-08-17,69,60+
11482,1598675,FEMALE,Mary McKown,Montgomery,AL,Alabama,36104,United States,North America,1956-01-24,68,60+
11483,1598894,MALE,David Bledsoe,Jackson,MS,Mississippi,39201,United States,North America,1972-03-31,52,50-60
11484,1598996,MALE,Juan Burdick,Anaheim,CA,California,92801,United States,North America,1968-09-02,56,50-60
11485,1599193,MALE,Thomas Garcia,Boyertown,PA,Pennsylvania,19512,United States,North America,1950-12-11,74,60+
11486,1599307,FEMALE,Amanda Edgar,Penns Neck,NJ,New Jersey,08540,United States,North America,1997-12-18,26,18-30
11487,1599316,MALE,Joe Daughtry,Oklahoma City,OK,Oklahoma,73128,United States,North America,1942-08-24,82,60+
11488,1599489,MALE,Richard Bullard,Hatton,MO,Missouri,65231,United States,North America,1967-11-20,57,50-60
11489,1599568,FEMALE,Judy Harper,Bismarck,ND,North Dakota,58506,United States,North America,1972-07-21,52,50-60
11490,1599683,MALE,Donald Williams,Mayfield Heights,OH,Ohio,44124,United States,North America,1985-11-01,39,30-40
11491,1599697,FEMALE,Diane Olivera,Springfield,MA,Massachusetts,01105,United States,North America,1987-06-14,37,30-40
11492,1599716,MALE,Anthony Sanchez,Toledo,OH,Ohio,43615,United States,North America,1999-11-28,25,18-30
11493,1599863,FEMALE,Christine Braud,El Paso,TX,Texas,79915,United States,North America,1975-02-20,49,40-50
11494,1599869,FEMALE,Louise Anthony,King Salmon,AK,Alaska,99613,United States,North America,1989-09-09,35,30-40
11495,1599966,MALE,Donald Linn,Louisville,KY,Kentucky,40202,United States,North America,1973-07-31,51,50-60
11496,1599978,MALE,Jose Rodriguez,Las Vegas,NV,Nevada,89101,United States,North America,1958-08-03,66,60+
11497,1600031,MALE,Jesse Watson,Byron Center,MI,Michigan,49315,United States,North America,1940-09-02,84,60+
11498,1600297,MALE,Anthony Morrison,Houston,TX,Texas,77002,United States,North America,1977-10-19,47,40-50
11499,1600419,MALE,Dorsey Nelson,Houston,TX,Texas,77032,United States,North America,1971-03-30,53,50-60
11500,1600646,FEMALE,Elizabeth Smith,Dothan,AL,Alabama,36301,United States,North America,1982-05-18,42,40-50
11501,1600674,MALE,Francis Johnson,Florence,SC,South Carolina,29501,United States,North America,1969-05-17,55,50-60
11502,1600939,MALE,Juan Manigault,Rockford,IL,Illinois,61108,United States,North America,1960-05-30,64,60+
11503,1600965,MALE,Russell Roberts,Stockton,CA,California,95204,United States,North America,1964-08-23,60,60+
11504,1601116,MALE,Jacob Robinson,Freehold,NJ,New Jersey,07728,United States,North America,1977-04-21,47,40-50
11505,1601250,MALE,Calvin Kelley,Mcallen,TX,Texas,78501,United States,North America,1941-02-22,83,60+
11506,1601287,MALE,Dennis Tindell,Franklin,VT,Vermont,05457,United States,North America,1966-12-07,58,50-60
11507,1601341,FEMALE,Brenda Fisher,Kansas City,MO,Missouri,64106,United States,North America,1948-12-09,76,60+
11508,1601387,FEMALE,Janice Bradford,Madison,KS,Kansas,66860,United States,North America,1993-03-19,31,30-40
11509,1601425,MALE,Earl Case,Chicago,IL,Illinois,60606,United States,North America,1977-09-21,47,40-50
11510,1601798,FEMALE,Christy Collier,Sedro Woolley,WA,Washington,98284,United States,North America,1961-11-27,63,60+
11511,1601867,MALE,Ronald Ahern,Grand Rapids,MI,Michigan,49503,United States,North America,1946-11-04,78,60+
11512,1602280,MALE,David Payton,Raleigh,NC,North Carolina,27601,United States,North America,1986-01-19,38,30-40
11513,1602419,MALE,Dean Wilson,Dallas,TX,Texas,75207,United States,North America,1938-03-09,86,60+
11514,1602426,MALE,Joseph Hamilton,Washington,MD,Maryland,20024,United States,North America,1988-06-06,36,30-40
11515,1602459,MALE,Daniel Simmons,Englewood,CO,Colorado,80112,United States,North America,1944-12-17,80,60+
11516,1602496,MALE,Thomas Franklin,New York,NY,New York,10031,United States,North America,1999-01-03,25,18-30
11517,1602848,MALE,Clarence Perkins,Fredericksburg,VA,Virginia,22401,United States,North America,1980-03-12,44,40-50
11518,1603055,MALE,Aaron Brock,Moundridge,KS,Kansas,67107,United States,North America,1943-08-20,81,60+
11519,1603102,MALE,Ronald Nicoll,Woburn,MA,Massachusetts,01801,United States,North America,1951-10-03,73,60+
11520,1603126,MALE,Frank Peet,New Haven,CT,Connecticut,06510,United States,North America,1966-04-20,58,50-60
11521,1603158,MALE,William Yu,Marlboro,MA,Massachusetts,01752,United States,North America,1954-12-26,69,60+
11522,1603395,FEMALE,Joan Ford,Kenner,LA,Louisiana,70062,United States,North America,1995-09-03,29,18-30
11523,1603545,MALE,Douglas Goforth,Lake Los Angeles,CA,California,93550,United States,North America,1996-06-01,28,18-30
11524,1603672,MALE,Fernando Handy,Salt Lick,KY,Kentucky,40371,United States,North America,1954-03-28,70,60+
11525,1604035,FEMALE,Thersa Collier,Miramar,FL,Florida,33025,United States,North America,1998-05-19,26,18-30
11526,1604064,MALE,William Couture,Covington,LA,Louisiana,70433,United States,North America,2001-05-17,23,18-30
11527,1604181,MALE,Robert Martinez,Warrensburg,IL,Illinois,62573,United States,North America,1989-09-21,35,30-40
11528,1604320,FEMALE,Anne Nix,Memphis,TN,Tennessee,38104,United States,North America,1936-02-16,88,60+
11529,1604366,FEMALE,Bridget Mollett,Plainfield,NJ,New Jersey,07060,United States,North America,1981-12-02,43,40-50
11530,1604371,MALE,Ricardo Bojorquez,Island Lake,MN,Minnesota,56667,United States,North America,1987-10-22,37,30-40
11531,1604393,MALE,Jordan Carey,Ross,ND,North Dakota,58776,United States,North America,1990-03-03,34,30-40
11532,1604428,FEMALE,Minnie Elmore,Appleton,WI,Wisconsin,54915,United States,North America,1939-01-24,85,60+
11533,1605025,FEMALE,Mari Turner,San Francisco,CA,California,94107,United States,North America,1998-09-25,26,18-30
11534,1605063,MALE,William Barbara,Freeport,NY,New York,11520,United States,North America,1976-04-02,48,40-50
11535,1605189,FEMALE,Melissa OConnor,Tallahassee,FL,Florida,32301,United States,North America,1962-05-01,62,60+
11536,1605191,FEMALE,Karen Wilkins,New York,NY,New York,10011,United States,North America,1992-10-02,32,30-40
11537,1605337,MALE,Corey Edington,Philadelphia,PA,Pennsylvania,19103,United States,North America,1969-09-29,55,50-60
11538,1605350,FEMALE,Kelly Webb,Savage,DC,Washington Dc,20763,United States,North America,1985-07-16,39,30-40
11539,1605500,FEMALE,Regina Edwards,Detroit,MI,Michigan,48219,United States,North America,1938-12-24,86,60+
11540,1605807,FEMALE,Elizabeth Davis,Portland,OR,Oregon,97205,United States,North America,1946-04-24,78,60+
11541,1606396,MALE,James Johnson,Baton Rouge,LA,Louisiana,70816,United States,North America,1984-03-18,40,40-50
11542,1606420,MALE,Kevin Schultz,Louisville,KY,Kentucky,40202,United States,North America,1989-06-12,35,30-40
11543,1606480,FEMALE,Jacqueline Simmons,West Palm Beach,FL,Florida,33411,United States,North America,1936-10-06,88,60+
11544,1606628,FEMALE,Barbara Theriot,Athens,TN,Tennessee,37303,United States,North America,1939-10-25,85,60+
11545,1606629,FEMALE,Veola Parkinson,Rockwall,TX,Texas,75087,United States,North America,1997-12-04,27,18-30
11546,1606675,MALE,Benjamin Johns,Evanston,IL,Illinois,60219,United States,North America,1999-10-25,25,18-30
11547,1606765,FEMALE,Karla Steinke,Marquette,MI,Michigan,49855,United States,North America,1975-03-14,49,40-50
11548,1606767,MALE,Andrew Baker,Miller,MO,Missouri,65707,United States,North America,1982-11-16,42,40-50
11549,1606792,FEMALE,Doris Peck,Saint Joseph,MO,Missouri,64501,United States,North America,1986-11-19,38,30-40
11550,1606868,MALE,John Carey,Houston,TX,Texas,77002,United States,North America,1941-04-13,83,60+
11551,1607033,FEMALE,Magda Stevens,Ohatchee,AL,Alabama,36271,United States,North America,1936-09-28,88,60+
11552,1607034,MALE,Marvin Berry,Helena,MT,Montana,59601,United States,North America,1984-01-02,40,40-50
11553,1607152,FEMALE,Lisa Dye,Buffalo Grove,IL,Illinois,60089,United States,North America,1959-03-13,65,60+
11554,1607269,MALE,Arthur Truss,Double Springs,AL,Alabama,35553,United States,North America,1974-11-22,50,50-60
11555,1607584,MALE,Todd Gray,Chicago,IL,Illinois,60606,United States,North America,1968-06-01,56,50-60
11556,1608129,FEMALE,Lula Swartz,Little Ferry,NJ,New Jersey,07643,United States,North America,1936-09-12,88,60+
11557,1608153,FEMALE,Leontine Herbert,Breckenridge,CO,Colorado,80424,United States,North America,1946-05-05,78,60+
11558,1608259,MALE,Palmer Maples,Jackson,MS,Mississippi,39211,United States,North America,1996-02-17,28,18-30
11559,1608505,MALE,Zachary Pena,Chester Heights,PA,Pennsylvania,19017,United States,North America,1987-12-01,37,30-40
11560,1608553,MALE,Johnathon McGrail,Mandeville,LA,Louisiana,70448,United States,North America,1963-05-24,61,60+
11561,1608642,FEMALE,Carol Fletcher,Bennington,VT,Vermont,05201,United States,North America,1995-02-27,29,18-30
11562,1608686,MALE,Patrick Dobson,Mountain View,CA,California,94041,United States,North America,1984-09-06,40,40-50
11563,1608818,FEMALE,Lisa Macek,Newark,NJ,New Jersey,07102,United States,North America,1955-03-15,69,60+
11564,1609030,FEMALE,Jane Daily,Pleasantville,NJ,New Jersey,08232,United States,North America,1979-12-02,45,40-50
11565,1609142,FEMALE,Florence Elliott,Gulfport,MS,Mississippi,39507,United States,North America,1972-10-26,52,50-60
11566,1609149,FEMALE,Minnie Shultz,Midland,TX,Texas,79701,United States,North America,1992-05-22,32,30-40
11567,1609162,MALE,Thomas Temple,San Antonio,TX,Texas,78212,United States,North America,1978-12-23,45,40-50
11568,1609340,FEMALE,Berniece Dominick,Jupiter,FL,Florida,33478,United States,North America,1971-01-11,53,50-60
11569,1609370,FEMALE,Veronica Maston,Glendale,OH,Ohio,45246,United States,North America,1943-08-08,81,60+
11570,1609568,FEMALE,Deborah Fox,Quincy,MA,Massachusetts,02169,United States,North America,1969-08-21,55,50-60
11571,1609589,MALE,Richard Smith,San Francisco,CA,California,94143,United States,North America,1978-03-09,46,40-50
11572,1609703,FEMALE,Krista Brown,Cleveland,TN,Tennessee,37311,United States,North America,1981-06-15,43,40-50
11573,1609870,FEMALE,Renee Miller,Foxboro,MA,Massachusetts,02035,United States,North America,1972-09-11,52,50-60
11574,1610011,MALE,Anthony Phillips,Columbia,MO,Missouri,65207,United States,North America,1998-05-01,26,18-30
11575,1610072,FEMALE,Mary Lindsay,Pocatello,ID,Idaho,83204,United States,North America,1954-01-16,70,60+
11576,1610092,FEMALE,Camilla Burton,San Jose,CA,California,95131,United States,North America,1961-07-16,63,60+
11577,1610098,FEMALE,Sara Christensen,Loveland,CO,Colorado,80537,United States,North America,1979-05-03,45,40-50
11578,1610147,FEMALE,Elizabeth Gilliam,Springfield,MA,Massachusetts,01103,United States,North America,1965-01-03,59,50-60
11579,1610211,MALE,David Saiz,Cookeville,TN,Tennessee,38501,United States,North America,1951-08-22,73,60+
11580,1610770,MALE,George Reed,Everett,WA,Washington,98201,United States,North America,1940-04-08,84,60+
11581,1610904,FEMALE,Janice Zimmerman,Milltown,IN,Indiana,47145,United States,North America,1980-06-10,44,40-50
11582,1611379,FEMALE,Jan Kirkland,Monroeville,PA,Pennsylvania,15146,United States,North America,1985-12-08,39,30-40
11583,1611553,MALE,Don Dunnigan,Birmingham,AL,Alabama,35209,United States,North America,1965-04-03,59,50-60
11584,1611742,MALE,James Brinson,Youngstown,FL,Florida,32466,United States,North America,1985-09-17,39,30-40
11585,1611777,FEMALE,Patricia Thornton,Teterboro,NJ,New Jersey,07608,United States,North America,1977-07-12,47,40-50
11586,1611795,FEMALE,Maria Patterson,Detroit,MI,Michigan,48202,United States,North America,1967-12-24,56,50-60
11587,1611874,FEMALE,Julie Shultis,San Diego,CA,California,92121,United States,North America,1953-07-23,71,60+
11588,1611906,FEMALE,Nellie Sublett,Grand Rapids,MI,Michigan,49508,United States,North America,1985-10-21,39,30-40
11589,1611938,MALE,Michael Guthridge,Whitehouse,NJ,New Jersey,08888,United States,North America,1987-03-30,37,30-40
11590,1612400,MALE,Jordon Munguia,Arlington Heights,IL,Illinois,60005,United States,North America,1958-02-20,66,60+
11591,1612490,FEMALE,Breanne Mann,Palmetto,FL,Florida,34221,United States,North America,1950-05-22,74,60+
11592,1612496,MALE,Ronald Smith,Seattle,WA,Washington,98109,United States,North America,1937-03-08,87,60+
11593,1612511,FEMALE,Carolyn Holmes,Schenectady,NY,New York,12305,United States,North America,1976-10-08,48,40-50
11594,1612618,MALE,Mitchell Crow,Sarasota,FL,Florida,34236,United States,North America,1950-11-22,74,60+
11595,1612752,MALE,Kenneth McAlister,Birmingham,MI,Michigan,48011,United States,North America,1946-11-14,78,60+
11596,1613129,MALE,Michael Ewing,Lawrenceville,GA,Georgia,30245,United States,North America,1972-01-03,52,50-60
11597,1613178,FEMALE,Lori Brown,New Brunswick,NJ,New Jersey,08901,United States,North America,1995-07-01,29,18-30
11598,1613285,MALE,Jonathan Myers,Steubenville,OH,Ohio,43952,United States,North America,1987-01-31,37,30-40
11599,1613362,MALE,Gerardo Loya,El Paso,TX,Texas,79901,United States,North America,1942-08-29,82,60+
11600,1613518,FEMALE,Mary Owen,Farmington Hills,MI,Michigan,48335,United States,North America,1947-04-14,77,60+
11601,1613605,FEMALE,Kristen Jackson,Dodge City,KS,Kansas,67801,United States,North America,1941-12-27,82,60+
11602,1613767,FEMALE,Doris Kramer,Beltsville,VA,Virginia,20705,United States,North America,1961-07-13,63,60+
11603,1613977,MALE,David Jackson,Rochelle Park,NJ,New Jersey,07662,United States,North America,1957-05-24,67,60+
11604,1614019,MALE,Alan Bradford,Wilson,AR,Arkansas,72395,United States,North America,1941-04-22,83,60+
11605,1614150,FEMALE,Juliette Ryan,Willoughby,OH,Ohio,44094,United States,North America,2000-07-12,24,18-30
11606,1614172,FEMALE,Lucille Curry,San Diego,CA,California,92103,United States,North America,1971-04-30,53,50-60
11607,1614302,MALE,Michael Cruz,Sacramento,CA,California,58147,United States,North America,1943-03-04,81,60+
11608,1614307,MALE,Stephen Renfro,Raleigh,NC,North Carolina,27601,United States,North America,1971-07-08,53,50-60
11609,1614592,FEMALE,Margaret Toombs,Chicago,IL,Illinois,60606,United States,North America,1951-02-07,73,60+
